Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
75,2,1,0,1,Fallah,40000,2868
48,1,0,0,1,Fallah,24666.67,2869
57,1,1,1,1,Ostad Moein,53333.33,2870
55,3,1,1,1,Hashemi,55000,2871
48,1,1,1,1,Ostad Moein,45000,2872
49,1,1,1,1,Si Metri Ji,30000,2873
60,2,0,1,1,East Pars,46000,2874
130,3,1,1,1,Persian Gulf Martyrs Lake,138333.33,2875
70,2,1,0,1,Ray,60666.67,2876
113,2,1,1,1,Persian Gulf Martyrs Lake,105666.67,2877
80,2,1,1,1,Abazar,100000,2878
93,2,1,1,0,Shahrake Quds,21666.67,2879
60,1,1,1,1,Railway,29000,2880
56,2,1,1,1,East Pars,51666.67,2881
65,2,1,1,1,Central Janatabad,87333.33,2882
68,2,0,1,1,Ostad Moein,44000,2883
104,2,1,1,1,Si Metri Ji,61000,2884
84,2,1,1,1,Central Janatabad,128333.33,2885
72,2,1,1,0,West Ferdows Boulevard,66666.67,2886
80,2,1,1,1,Shahrake Qods,29333.33,2887
68,2,1,1,1,Ostad Moein,65666.67,2888
44,1,1,1,0,Jeyhoon,35000,2889
105,2,1,1,1,Persian Gulf Martyrs Lake,90000,2890
124,3,1,1,1,Shahr-e-Ziba,132666.67,2891
220,3,1,1,1,Niavaran,696666.67,2892
83,2,1,1,1,West Ferdows Boulevard,88000,2893
68,2,1,1,1,Ostad Moein,65666.67,2894
115,2,1,1,1,West Ferdows Boulevard,163333.33,2895
80,2,1,1,1,Ostad Moein,75000,2896
66,1,0,1,0,Andisheh,25000,2897
68,2,1,1,1,West Ferdows Boulevard,97666.67,2898
60,2,1,1,1,West Ferdows Boulevard,85000,2899
62,2,1,1,0,Punak,75000,2900
57,1,1,1,1,Ostad Moein,53333.33,2901
87,2,1,0,1,Parastar,83333.33,2902
59,1,1,1,0,West Ferdows Boulevard,65000,2903
55,1,1,1,1,East Pars,48333.33,2904
101,2,1,1,1,Persian Gulf Martyrs Lake,175066.67,2905
62,2,1,1,0,Shahran,70000,2906
113,2,1,1,1,Pasdaran,282500,2907
78,2,1,1,1,Keshavarz Boulevard,116666.67,2908
66,1,1,1,0,Shahrake Quds,17333.33,2909
38,1,0,1,0,Andisheh,10666.67,2910
90,2,1,1,0,Yousef Abad,210000,2911
45,1,0,0,0,Karoon,22666.67,2912
72,2,1,1,1,Saadat Abad,133333.33,2913
105,2,1,1,1,North Program Organization,163333.33,2914
155,3,1,1,1,North Program Organization,170000,2915
112,3,1,1,1,Abazar,143333.33,2916
65,1,1,1,1,Hassan Abad,17000,2917
40,1,1,1,1,East Pars,38166.67,2918
140,3,1,1,1,Persian Gulf Martyrs Lake,126666.67,2919
155,3,1,1,1,North Program Organization,176666.67,2920
50,1,1,1,1,West Ferdows Boulevard,73333.33,2921
45,1,0,1,0,Islamshahr,7266.67,2922
68,1,1,1,1,Shahrake Gharb,166666.67,2923
85,2,0,1,0,Islamshahr,14333.33,2924
170,3,1,1,1,North Program Organization,266666.67,2925
50,1,0,1,0,Islamshahr,8000,2926
55,1,0,1,0,Islamshahr,11000,2927
75,2,1,1,1,Saadat Abad,10500,2928
96,3,1,0,1,Shahryar,38166.67,2929
58,1,0,0,0,Parand,7833.33,2930
43,1,0,1,0,Nawab,23333.33,2931
58,1,0,0,0,Parand,8500,2932
103,2,1,1,1,Feiz Garden,133333.33,2933
70,1,1,1,1,Pasdaran,170000,2934
150,3,1,1,1,Pasdaran,325000,2935
65,1,0,1,0,Pakdasht,10666.67,2936
140,2,0,1,1,Marzdaran,180000,2937
79,2,0,1,1,Si Metri Ji,46666.67,2938
97,2,0,0,1,Jeyhoon,76666.67,2939
90,2,1,1,1,Marzdaran,207666.67,2940
175,3,1,1,1,Waterfall,286666.67,2941
90,2,1,1,1,Marzdaran,216666.67,2942
58,1,1,1,0,Chidz,100000,2943
100,2,1,1,1,Mahallati,176666.67,2944
135,2,0,0,0,Seyed Khandan,126666.67,2945
185,3,1,1,1,Ekhtiarieh,540000,2946
50,1,0,1,0,Northern Janatabad,58166.67,2947
85,2,1,1,1,Salsabil,66666.67,2948
110,3,1,1,1,Abazar,141666.67,2949
67,2,1,1,1,Central Janatabad,105000,2950
190,3,1,1,1,East Ferdows Boulevard,316666.67,2951
95,2,1,1,1,Yousef Abad,210000,2952
55,1,1,1,0,Salsabil,35000,2953
75,2,0,0,1,Parand,18333.33,2954
87,2,1,1,1,Jeyhoon,62000,2955
42,1,1,1,1,Jeyhoon,31000,2956
80,1,1,1,1,Jordan,150000,2957
102,2,1,1,1,Saadat Abad,166666.67,2958
140,3,1,1,1,East Ferdows Boulevard,243333.33,2959
120,2,1,1,1,Saadat Abad,200000,2960
212,4,1,1,0,Farmanieh,1200000,2961
62,2,1,1,0,Punak,70000,2962
41,1,0,0,1,Si Metri Ji,26333.33,2963
75,2,0,1,1,Jeyhoon,56666.67,2964
57,1,1,1,1,Si Metri Ji,33000,2965
50,1,1,1,1,Hashemi,50000,2966
54,1,1,1,1,Punak,94000,2967
133,3,1,1,1,Persian Gulf Martyrs Lake,250000,2968
97,2,1,1,1,Shahrake Gharb,186666.67,2969
165,3,1,1,1,Niavaran,588500,2970
59,1,1,1,1,Qasr-od-Dasht,38333.33,2971
60,2,1,1,0,Karoon,48333.33,2972
135,2,1,1,1,Mirdamad,332333.33,2973
60,1,0,1,0,Azarbaijan,24666.67,2974
52,1,1,1,1,Niavaran,153333.33,2975
65,1,1,1,1,Hashemi,51000,2976
95,2,1,1,1,Shahran,105000,2977
60,1,1,1,0,Northern Janatabad,76000,2978
92,2,1,1,1,Parand,19666.67,2979
83,2,1,1,1,Mirdamad,163333.33,2980
72,2,1,1,0,Southern Janatabad,69666.67,2981
122,3,1,1,1,Yousef Abad,200000,2982
118,2,1,1,1,Shahrake Gharb,343333.33,2983
120,2,1,1,1,Tehransar,116000,2984
115,3,1,1,0,Gheitarieh,213333.33,2985
102,2,1,1,1,Shahryar,40833.33,2986
65,2,1,1,1,Shahran,80000,2987
70,2,1,1,0,Punak,72333.33,2988
66,2,1,1,1,Central Janatabad,87333.33,2989
60,1,1,1,0,Punak,90000,2990
46,1,1,1,0,Shahran,55000,2991
180,3,1,1,1,Niavaran,533333.33,2992
60,1,0,1,0,Keshavarz Boulevard,63333.33,2993
145,3,1,1,1,Shahrake Qods,58000,2994
63,1,1,1,1,Sadeghieh,54000,2995
58,1,1,1,1,Jeyhoon,43333.33,2996
83,2,1,1,1,Shahran,106666.67,2997
136,3,1,1,1,Sadeghieh,171666.67,2998
68,2,0,1,0,Pakdasht,17000,2999
55,1,0,1,1,Tenant,46666.67,3000
600,2,0,0,0,Damavand,133333.33,3001
89,2,1,1,1,Shahr-e-Ziba,105000,3002
101,2,1,1,1,Mirdamad,243333.33,3003
85,2,1,1,1,Shahr-e-Ziba,99166.67,3004
87,3,0,0,1,Parand,16266.67,3005
73,1,1,1,1,West Pars,73333.33,3006
145,3,1,1,1,Shahrake Qods,58000,3007
98,2,1,1,1,Pardis,18333.33,3008
90,2,1,1,1,Central Janatabad,120000,3009
135,3,1,1,1,Gheitarieh,190000,3010
105,2,1,1,1,Mirdamad,259000,3011
90,2,1,1,0,Shahrake Azadi,33333.33,3012
71,2,1,1,0,West Ferdows Boulevard,93333.33,3013
75,2,1,1,1,Central Janatabad,110000,3014
75,2,1,1,1,Parand,12833.33,3015
79,2,1,1,1,Pardis,18333.33,3016
345,4,1,1,1,Jordan,566666.67,3017
90,2,1,1,1,Shahr-e-Ziba,108333.33,3018
48,1,1,0,0,Fallah,26666.67,3019
110,2,1,1,1,Niavaran,403333.33,3020
82,2,1,1,1,Jeyhoon,63000,3021
44,1,0,0,0,Northern Janatabad,55000,3022
58,1,1,1,1,Southern Program Organization,83333.33,3023
117,2,1,1,1,Shahrake Gharb,240000,3024
96,2,1,1,1,Shahr-e-Ziba,100000,3025
108,2,1,1,1,Shahr-e-Ziba,170000,3027
134,2,1,1,1,Mehran,31333.33,3028
70,2,1,1,1,East Ferdows Boulevard,72000,3029
64,2,1,1,1,Punak,74666.67,3030
56,3,0,1,0,Atabak,30000,3031
57,1,0,1,0,Amir Bahador,326666.67,3032
68,2,1,1,1,Southern Janatabad,73333.33,3033
55,1,1,1,1,West Ferdows Boulevard,75000,3034
43,1,0,1,1,Jeyhoon,30000,3035
105,2,1,1,1,Shahran,126666.67,3036
41,2,0,0,0,Salsabil,26333.33,3037
78,2,1,1,1,Si Metri Ji,45000,3038
110,2,1,1,1,Zafar,190000,3039
92,2,1,1,1,Punak,136666.67,3040
96,2,1,1,1,Gheitarieh,205833.33,3041
108,2,1,1,1,Persian Gulf Martyrs Lake,116666.67,3042
76,2,0,1,1,Si Metri Ji,45000,3043
80,2,1,1,1,Heravi,143333.33,3044
105,2,0,0,0,West Ferdows Boulevard,105000,3045
75,1,0,1,0,Golestan,25000,3046
56,2,1,1,0,Andisheh,17166.67,3047
50,1,0,0,0,Azarbaijan,40000,3048
40,1,1,1,0,Jeyhoon,27666.67,3049
46,1,0,1,1,Jeyhoon,31333.33,3050
93,2,1,1,1,Jeyhoon,86666.67,3051
530,4,1,1,1,Dorous,2650000,3052
98,2,1,1,1,Si Metri Ji,65000,3053
62,1,1,1,0,Narmak,70000,3054
100,2,1,1,0,Shahr-e-Ziba,126666.67,3055
150,3,1,1,1,Persian Gulf Martyrs Lake,25500,3056
270,4,1,1,0,Jordan,433333.33,3057
50,1,0,1,0,Khavaran,23666.67,3058
130,2,1,1,1,Pasdaran,316666.67,3059
69,2,0,1,0,Salsabil,46666.67,3060
66,1,0,1,0,Qarchak,20000,3061
90,2,1,1,1,Northern Chitgar,23000,3062
75,2,1,1,1,Heravi,153000,3063
58,1,1,1,1,East Ferdows Boulevard,73333.33,3064
300,3,1,1,0,Argentina,566666.67,3065
97,2,1,0,1,Si Metri Ji,63333.33,3066
98,2,0,1,0,Parand,25000,3067
73,2,1,1,0,Parand,12500,3068
35,1,1,1,0,Qasr-od-Dasht,33000,3069
85,2,1,1,0,Ostad Moein,66666.67,3070
105,2,1,1,1,West Ferdows Boulevard,116666.67,3071
55,1,1,1,0,Southern Program Organization,68333.33,3072
40,1,0,1,1,Komeil,27000,3073
90,2,1,1,1,Southern Janatabad,125000,3074
68,2,0,1,0,Ostad Moein,50000,3075
44,1,1,1,1,Khavaran,21633.33,3076
130,2,1,1,1,Velenjak,606666.67,3077
68,2,0,0,1,Ostad Moein,44000,3078
90,2,1,1,1,North Program Organization,158333.33,3079
73,1,1,1,0,Shahrake Gharb,250000,3080
64,2,0,1,0,Shahran,63333.33,3081
82,2,1,1,1,Boloorsazi,53333.33,3082
51,1,0,1,0,Salsabil,28333.33,3083
43,1,0,1,1,Beryanak,24166.67,3084
65,1,1,1,1,Punak,78000,3085
68,1,0,0,0,Heravi,137166.67,3086
65,2,1,0,1,Air force,58333.33,3087
59,1,1,1,1,West Ferdows Boulevard,66666.67,3088
155,3,1,1,1,Gheitarieh,433333.33,3089
58,1,1,1,1,Punak,78333.33,3090
72,2,0,0,0,Parand,12666.67,3091
56,1,0,1,0,Khavaran,22266.67,3092
90,2,1,1,1,Central Janatabad,118333.33,3093
93,2,1,1,1,Shahran,96000,3094
84,2,1,1,1,Shahran,80000,3095
107,2,1,1,1,Parand,18333.33,3096
150,3,1,1,1,Tajrish,425000,3097
120,2,0,0,0,Mehrabad River River,86666.67,3098
165,3,1,1,1,Gheitarieh,410000,3099
87,2,1,0,1,Parand,18333.33,3100
76,2,1,1,0,Shahran,66333.33,3101
83,2,1,1,1,Shahran,99333.33,3102
115,2,1,1,1,Central Janatabad,130000,3103
115,2,1,1,1,Jordan,206666.67,3104
85,2,1,0,1,Abuzar,90500,3105
50,2,0,1,0,Komeil,24333.33,3106
123,2,1,1,1,Yousef Abad,254333.33,3107
630,0,0,0,0,Tajrish,2520000,3108
115,2,1,0,1,Shahrake Qods,31666.67,3109
47,1,0,1,0,Qasr-od-Dasht,26666.67,3110
40,1,0,1,0,Salsabil,25000,3111
250,3,1,1,1,Velenjak,1333333.33,3112
85,2,0,1,1,Shahrake Qods,28333.33,3113
80,2,1,1,1,Jeyhoon,74000,3114
125,2,1,1,1,Gheitarieh,416666.67,3115
750,5,1,1,0,Varamin - Beheshti,116666.67,3116
85,2,0,0,1,Jeyhoon,62833.33,3117
170,3,1,1,1,Mirdamad,393333.33,3118
71,2,0,1,1,Shahrake Qods,17500,3119
105,2,1,1,1,Shahrake Qods,30666.67,3120
80,1,0,1,1,Shahrake Qods,19333.33,3121
95,2,1,1,1,Shahrake Qods,31000,3122
78,2,1,1,0,Water Organization,83333.33,3123
110,2,1,1,1,Shahran,135666.67,3124
71,2,1,1,1,East Ferdows Boulevard,98333.33,3125
65,1,1,1,1,Saadat Abad,116333.33,3126
88,2,1,1,1,Saadat Abad,173333.33,3127
135,3,1,1,1,Saadat Abad,250000,3128
50,1,1,1,0,Si Metri Ji,27000,3129
42,1,0,1,0,Shoosh,30666.67,3130
171,2,0,1,0,Elahieh,383333.33,3131
120,3,1,1,1,Persian Gulf Martyrs Lake,58333.33,3132
60,1,0,0,0,Shahr-e-Ziba,600000,3133
45,1,0,1,0,Jeyhoon,26666.67,3134
55,1,0,1,0,Salsabil,36666.67,3135
72,2,0,1,0,Salsabil,45000,3136
72,2,1,1,1,Ostad Moein,62000,3137
100,2,1,1,1,Southern Janatabad,186666.67,3138
63,1,1,1,1,Ostad Moein,46000,3139
61,1,0,0,1,Ostad Moein,39333.33,3140
253,4,1,1,1,Jordan,379500,3141
90,2,1,1,1,Northern Chitgar,23000,3142
72,2,1,1,1,Jeyhoon,61666.67,3143
98,2,1,1,1,Shahran,136000,3144
145,3,1,1,1,Vanak,263333.33,3145
93,2,1,1,1,Saadat Abad,165000,3146
125,3,1,1,1,Salsabil,116666.67,3147
60,2,1,1,0,Azarbaijan,54000,3148
120,2,1,1,1,Yousef Abad,240000,3149
118,2,1,1,1,Northern Chitgar,10666.67,3150
89,2,1,1,1,Punak,100000,3151
62,1,1,1,1,Komeil,55666.67,3152
80,2,1,1,1,North Program Organization,98333.33,3153
77,2,0,1,1,Azarbaijan,60000,3154
72,2,0,0,0,Andisheh,31666.67,3155
80,2,1,1,1,East Ferdows Boulevard,99333.33,3156
62,1,1,1,1,Northern Chitgar,29166.67,3157
115,2,1,1,1,Saadat Abad,200000,3158
94,2,0,1,0,Fatemi,103333.33,3159
91,2,1,1,1,Parand,15500,3160
74,2,1,1,1,Amirieh,56666.67,3161
92,2,1,1,1,Shahran,106666.67,3162
71,1,1,1,1,Shahran,76666.67,3163
92,2,1,1,1,Shahr-e-Ziba,110000,3164
42,1,1,0,1,Shahran,58666.67,3165
63,2,0,1,1,Taslihat,60000,3166
90,2,1,1,1,Sadeghieh,110000,3167
140,3,1,1,1,Kook,59733.33,3168
63,1,1,0,1,Thirteen November,26666.67,3169
81,2,1,1,1,West Ferdows Boulevard,113333.33,3170
55,1,1,1,1,West Ferdows Boulevard,71666.67,3171
98,2,1,1,1,Zargandeh,193333.33,3172
84,2,1,1,1,Shahran,80333.33,3173
92,2,1,1,1,Shahran,96666.67,3174
86,2,1,1,1,Shahedshahr,14033.33,3175
56,1,1,1,1,Shahran,63000,3176
90,2,1,1,1,Northern Chitgar,43833.33,3178
48,1,0,0,0,Hashemi,31666.67,3179
80,2,1,1,1,Punak,93333.33,3180
120,2,1,1,1,Railway,51200,3181
39,1,1,0,1,Ostad Moein,39000,3182
80,2,1,1,1,Jeyhoon,70000,3183
190,3,1,1,1,Niavaran,506666.67,3184
210,3,1,1,1,Kamranieh,1152000,3185
90,2,1,1,1,Central Janatabad,119666.67,3186
75,2,0,0,1,Parand,13266.67,3187
67,1,1,1,0,Punak,71666.67,3188
72,2,1,1,1,Darakeh,96666.67,3189
93,2,1,1,1,Persian Gulf Martyrs Lake,76666.67,3190
119,2,1,1,1,West Ferdows Boulevard,165000,3191
62,2,1,1,1,Punak,73333.33,3192
65,1,1,1,1,Shahran,62666.67,3193
320,5,0,0,0,Sattarkhan,933333.33,3194
145,5,0,0,0,Jeyhoon,166666.67,3195
75,2,0,0,0,Parand,13166.67,3196
73,2,1,1,0,Aliabad South,28333.33,3197
62,2,0,1,0,Punak,76666.67,3198
149,3,1,1,1,Parand,70000,3199
68,2,0,1,1,Punak,68333.33,3200
75,2,1,1,0,West Ferdows Boulevard,82666.67,3201
133,5,0,0,0,Jeyhoon,156666.67,3202
63,2,1,1,0,Punak,62666.67,3203
58,1,1,1,1,Pirouzi,16666.67,3204
67,1,1,1,1,Jordan,223333.33,3205
70,1,1,1,1,Shahran,75666.67,3206
135,3,1,1,1,Niavaran,300000,3207
122,4,1,0,1,Amirabad,80000,3208
80,2,1,1,1,Shahran,86333.33,3209
55,1,1,1,1,Punak,91666.67,3210
86,2,1,1,0,Shahran,103333.33,3211
30,0,0,1,0,Ostad Moein,16666.67,3212
88,2,1,1,1,Southern Janatabad,150000,3213
220,3,1,1,1,Jordan,450000,3214
102,2,1,1,0,ShahrAra,98333.33,3215
97,2,1,1,1,Gheitarieh,200000,3216
150,3,1,1,1,Yousef Abad,366666.67,3217
64,1,1,1,0,Alborz Complex,21500,3218
62,2,0,1,0,Punak,76666.67,3219
100,2,1,1,1,Shahran,140000,3220
97,2,1,1,1,Shahran,110000,3221
80,2,1,1,1,Shahran,131666.67,3222
53,1,0,1,1,Narmak,76666.67,3223
68,2,1,1,1,Ostad Moein,56000,3224
105,2,1,1,0,Fatemi,143333.33,3225
70,2,1,1,0,Punak,76666.67,3226
86,2,1,1,1,Central Janatabad,143333.33,3227
62,1,0,1,0,Beryanak,22733.33,3228
40,2,0,0,0,Salsabil,27666.67,3229
57,1,1,0,1,Karoon,56666.67,3230
140,3,1,1,1,Jordan,256666.67,3231
40,1,0,1,0,Qasr-od-Dasht,26333.33,3232
35,1,1,1,0,Salsabil,26000,3233
112,2,1,1,1,Gheitarieh,287000,3234
140,3,1,1,1,Saadat Abad,266666.67,3235
48,1,0,0,1,Eskandari,42666.67,3236
70,2,1,1,1,Punak,93333.33,3237
175,3,1,1,1,Kamranieh,566666.67,3238
135,2,1,1,1,Ekhtiarieh,270000,3239
45,1,0,1,0,Karoon,29333.33,3240
50,1,1,1,0,Azarbaijan,41666.67,3241
61,1,1,1,1,Central Janatabad,66666.67,3242
47,1,1,1,0,Salsabil,35000,3243
210,3,1,1,1,Farmanieh,1120000,3244
82,2,0,0,1,Parand,15166.67,3245
72,2,0,0,0,Pirouzi,79200,3246
65,2,0,1,0,Feiz Garden,63333.33,3247
44,1,0,1,0,Jeyhoon,31500,3248
58,1,0,1,0,Azarbaijan,42333.33,3249
127,2,1,1,1,Shahryar,83333.33,3250
124,3,1,1,1,Gheitarieh,256666.67,3251
65,2,1,1,1,Shahran,78333.33,3252
110,2,1,1,1,Gheitarieh,288666.67,3253
200,4,1,1,1,Niavaran,500000,3254
240,3,1,1,0,Elahieh,1152000,3255
75,2,0,0,1,Parand,11000,3256
130,1,1,1,1,Ostad Moein,42666.67,3257
72,2,0,0,0,Pishva,10000,3258
101,2,1,1,1,Jordan,173333.33,3259
82,2,1,1,1,Punak,110000,3260
150,3,1,1,0,Elahieh,392000,3261
48,1,0,0,0,Beryanak,24666.67,3262
106,2,1,1,1,Farmanieh,148333.33,3264
205,3,1,1,1,Farmanieh,666666.67,3265
125,2,1,1,1,Gheitarieh,37500,3266
85,2,1,1,1,Shahr-e-Ziba,96666.67,3267
220,4,1,1,0,Azarbaijan,500000,3268
104,2,0,0,0,Shahran,136000,3269
99,2,1,1,1,Shahran,130000,3270
165,3,1,1,1,Shahrake Gharb,605000,3271
98,2,1,1,1,Pardis,21666.67,3272
71,2,0,1,1,Shahr-e-Ziba,71666.67,3273
104,2,1,1,1,Persian Gulf Martyrs Lake,116666.67,3274
102,2,1,1,1,Shahran,133333.33,3275
112,2,1,1,1,Shahran,180000,3276
80,1,0,1,0,Shahrake Qods,18333.33,3277
69,2,1,1,1,Jeyhoon,56666.67,3278
135,3,1,1,1,Saadat Abad,300000,3279
44,1,0,1,0,Qasr-od-Dasht,33333.33,3280
80,2,1,1,0,Shahr-e-Ziba,82666.67,3281
80,2,1,1,1,Persian Gulf Martyrs Lake,25000,3282
60,1,0,0,0,Parand,10000,3283
60,1,0,0,0,Parand,10000,3284
108,2,1,1,1,Saadat Abad,286666.67,3285
150,2,1,1,1,Mirdamad,273333.33,3286
78,2,0,0,0,Parand,26000,3287
77,2,1,1,0,Firoozkooh,15666.67,3288
160,5,1,1,0,Yousef Abad,600000,3289
106,2,1,1,1,Golestan,78000,3290
135,3,1,1,1,West Pars,186666.67,3291
102,3,0,0,1,Amirabad,143333.33,3292
68,2,1,1,1,Punak,71666.67,3293
136,3,1,1,1,Saadat Abad,366666.67,3294
77,2,1,1,1,Jeyhoon,56000,3295
84,2,0,1,1,Vahidiyeh,19600,3297
69,1,1,1,1,Shadabad,29666.67,3298
55,1,1,1,1,Andisheh,26583.33,3299
94,2,1,1,1,West Ferdows Boulevard,136666.67,3300
120,3,1,1,1,Persian Gulf Martyrs Lake,9833.33,3301
90,2,1,1,1,Persian Gulf Martyrs Lake,9666.67,3302
60,1,1,1,1,Persian Gulf Martyrs Lake,9833.33,3303
54,1,0,1,0,Beryanak,25333.33,3304
144,3,1,1,1,Gheitarieh,241666.67,3305
80,2,0,0,0,Parand,12666.67,3306
110,3,1,1,1,Ozgol,218333.33,3307
55,2,0,1,0,Yousef Abad,71666.67,3308
65,2,0,1,0,Punak,63333.33,3309
60,2,1,1,1,Salsabil,50666.67,3310
69,2,1,1,0,Andisheh,32666.67,3311
180,4,1,1,1,Persian Gulf Martyrs Lake,90666.67,3312
180,2,1,1,0,Parand,70000,3313
110,3,1,1,1,Ozgol,218333.33,3314
130,2,0,1,0,Narmak,210000,3315
82,2,1,1,1,Gheitarieh,233333.33,3317
128,3,1,1,1,Gheitarieh,306666.67,3318
85,2,1,1,1,Farmanieh,203333.33,3320
68,1,1,0,1,Ahang,46666.67,3321
110,3,1,1,1,West Pars,218333.33,3322
94,2,0,0,1,Parand,22666.67,3323
42,1,0,0,0,Naziabad,21333.33,3324
63,1,1,1,1,Punak,73333.33,3325
62,1,0,0,1,Parand,11666.67,3326
155,3,1,1,1,Jordan,465000,3327
65,2,1,1,1,Afsarieh,51666.67,3328
138,3,1,1,1,Jordan,316666.67,3329
135,3,1,1,1,Azarbaijan,114666.67,3330
135,3,1,1,1,Azarbaijan,114666.67,3331
71,1,0,1,1,Pardis,18000,3332
175,3,1,1,1,Kook,350000,3333
145,3,1,1,1,Shahrake Gharb,350000,3334
285,4,1,1,1,Shahrake Gharb,950000,3335
125,3,1,1,1,Shahrake Gharb,375000,3336
115,2,1,1,1,Shahrake Gharb,400000,3337
59,1,1,1,1,Andisheh,23600,3338
89,3,1,1,1,Parand,14333.33,3339
78,2,1,0,1,Jeyhoon,75000,3340
65,1,1,1,1,Parand,11333.33,3341
78,2,1,1,1,Parand,16000,3342
82,2,1,1,1,Central Janatabad,100000,3343
125,2,0,1,0,Gheitarieh,51666.67,3344
60,2,0,1,1,Vahidieh,42666.67,3345
57,2,0,1,0,Salsabil,40000,3346
66,2,0,1,0,Afsarieh,37333.33,3347
80,2,1,1,1,West Ferdows Boulevard,100000,3348
46,1,1,1,1,Shahran,56666.67,3349
80,2,1,1,1,East Ferdows Boulevard,100000,3350
73,2,1,1,1,Southern Janatabad,102000,3351
115,2,0,0,0,Northern Janatabad,172500,3352
65,2,1,1,0,West Pars,65000,3353
72,2,1,1,1,Southern Janatabad,85000,3354
80,2,1,1,1,Southern Janatabad,100000,3355
80,2,1,1,1,Central Janatabad,100000,3357
97,2,1,1,1,Narmak,133333.33,3358
150,3,1,1,1,Niavaran,366666.67,3359
175,3,1,1,1,ShahrAra,260000,3360
74,1,0,1,1,Parand,16000,3361
157,3,1,1,1,Marzdaran,340000,3362
92,2,1,1,1,Feiz Garden,111666.67,3363
190,3,1,1,1,Pasdaran,411666.67,3364
110,2,1,1,1,Pasdaran,293333.33,3365
50,1,0,1,0,Pirouzi,36666.67,3366
197,3,1,1,1,Marzdaran,518766.67,3367
107,2,1,1,1,Chidz,286666.67,3368
78,2,1,1,1,Farmanieh,240000,3369
46,1,1,1,1,Central Janatabad,65000,3370
112,2,1,1,1,Mahmoudieh,280000,3371
60,1,0,1,0,Tehran Now,50000,3372
128,3,1,1,1,Marzdaran,223333.33,3373
193,3,1,1,1,Kook,433333.33,3374
120,2,1,1,1,Niavaran,300000,3375
115,2,1,1,1,Ghoba,271666.67,3376
95,2,1,1,1,Southern Janatabad,110000,3377
92,2,1,1,1,Central Janatabad,113333.33,3378
71,2,1,1,0,West Ferdows Boulevard,66666.67,3379
95,2,1,1,1,Damavand,58333.33,3380
40,1,0,1,0,Salsabil,21000,3381
52,1,1,1,1,Punak,78666.67,3382
84,2,1,1,1,Salsabil,63333.33,3383
80,2,1,1,1,Amirieh,60000,3384
58,1,0,1,0,Salsabil,23833.33,3385
68,2,1,1,1,Shahran,75666.67,3386
90,2,1,1,1,Southern Janatabad,111666.67,3387
65,1,0,1,0,Republic,46666.67,3388
200,2,0,0,0,Rudhen,95000,3389
72,2,1,1,1,Amirieh,55666.67,3390
80,2,1,1,1,Qasr-od-Dasht,60000,3391
71,2,1,1,1,Amirieh,55000,3392
86,2,1,1,1,Amirieh,66000,3393
75,2,0,1,1,Parand,11500,3394
54,1,1,1,1,West Ferdows Boulevard,750000,3395
60,1,1,1,1,Shahr-e-Ziba,65333.33,3396
105,3,1,1,1,East Ferdows Boulevard,194333.33,3397
72,2,1,1,1,Abazar,111666.67,3398
186,3,1,1,1,Pasdaran,310000,3399
110,2,1,1,1,Heravi,201666.67,3400
90,2,1,1,1,Southern Janatabad,111666.67,3401
84,2,1,1,1,Islamshahr,28500,3403
53,1,0,0,0,Kahrizak,15000,3404
63,3,0,1,0,Javadiyeh,48333.33,3405
53,1,0,1,0,Shahran,49000,3406
105,2,1,1,1,Southern Janatabad,116666.67,3407
100,2,1,1,1,Saadat Abad,151666.67,3408
93,2,1,1,1,Saadat Abad,130000,3409
83,3,0,0,0,Atabak,42883.33,3410
135,3,1,1,1,Saadat Abad,250000,3411
65,1,0,0,1,Saadat Abad,116333.33,3412
100,2,1,1,1,Saadat Abad,149333.33,3413
80,2,0,0,0,Damavand,25000,3414
90,2,1,1,1,Saadat Abad,175000,3415
73,2,1,1,1,Central Janatabad,63333.33,3416
82,2,1,1,1,Shahran,120000,3417
148,3,1,1,1,Yousef Abad,271333.33,3418
90,2,1,0,1,Shahran,105000,3419
112,2,1,1,1,Darabad,233333.33,3420
45,1,0,0,1,Si Metri Ji,296666.67,3421
70,2,1,1,0,Narmak,61666.67,3422
107,2,1,1,1,Mirdamad,253233.33,3423
37,1,1,1,1,Tehransar,39333.33,3424
65,1,1,1,1,Jeyhoon,57500,3425
76,2,1,1,1,Shahr-e-Ziba,95000,3426
66,2,0,1,0,Yakhchiabad,33333.33,3427
130,3,1,1,1,Persian Gulf Martyrs Lake,28833.33,3428
63,3,1,1,0,Shoosh,40000,3429
75,2,0,1,0,Shahrake Quds,16666.67,3430
52,1,1,0,0,Jeyhoon,40000,3431
86,3,0,1,1,Parand,9166.67,3432
58,1,0,0,1,Parand,8200,3433
76,2,1,1,1,West Ferdows Boulevard,86666.67,3434
54,0,0,0,0,Shahrake Qods,15666.67,3436
140,3,1,1,1,Daryan No,210000,3437
74,2,0,0,1,Parand,10433.33,3438
186,3,1,1,1,Velenjak,500000,3439
140,3,1,1,1,Mehran,280000,3440
114,2,1,1,1,Persian Gulf Martyrs Lake,133333.33,3441
51,1,0,0,1,Ostad Moein,36666.67,3442
180,3,1,1,1,Kamranieh,466666.67,3443
70,1,1,1,1,Punak,116666.67,3444
